Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
29.0,106.3,109.0,5.0,9.0,176.4,Overweight,M,25,180.0
25.0,106.0,108.0,4.0,10.0,114.6,Normal Weight,F,23,159.0
15.0,104.0,96.0,5.0,5.0,152.1,Overweight,F,43,78.0
22.0,105.3,98.0,5.0,0.0,123.5,Normal Weight,F,79,137.0
30.0,105.4,109.0,5.0,2.0,147.7,Overweight,M,25,178.0
27.0,105.6,104.0,6.0,3.0,202.8,Overweight,M,20,148.0
14.0,104.5,90.0,5.0,7.0,143.3,Normal Weight,F,68,71.0
3.0,101.5,88.0,5.0,2.0,130.1,Normal Weight,F,22,12.0
27.0,105.4,101.0,5.0,2.0,125.7,Normal Weight,F,55,165.0
7.0,102.6,89.0,4.0,12.0,114.6,Normal Weight,F,37,32.0
4.0,102.0,84.0,6.0,2.0,198.4,Overweight,M,22,10.0
13.0,104.4,91.0,6.0,2.0,196.2,Obese,M,22,46.0
8.0,102.4,100.0,5.0,9.0,169.8,Overweight,M,25,38.0
20.0,105.1,100.0,6.0,5.0,198.4,Normal Weight,M,34,110.0
13.0,104.5,91.0,6.0,10.0,240.3,Overweight,M,36,60.0
29.0,104.7,104.0,5.0,3.0,136.7,Normal Weight,F,63,189.0
6.0,101.8,94.0,6.0,0.0,183.0,Normal Weight,M,56,33.0
4.0,101.8,86.0,5.0,10.0,174.2,Overweight,M,61,18.0
27.0,104.9,104.0,6.0,4.0,205.0,Normal Weight,M,53,191.0
27.0,105.6,101.0,5.0,9.0,176.4,Overweight,M,27,137.0
15.0,103.6,92.0,6.0,2.0,191.8,Normal Weight,M,23,55.0
25.0,105.3,117.0,5.0,10.0,176.4,Overweight,M,30,191.0
28.0,105.4,104.0,6.0,4.0,216.1,Overweight,M,25,163.0
3.0,101.5,81.0,6.0,0.0,178.6,Normal Weight,M,68,12.0
10.0,103.3,99.0,5.0,6.0,141.1,Normal Weight,F,34,54.0
21.0,105.4,97.0,5.0,11.0,194.0,Overweight,M,59,130.0
6.0,102.6,81.0,6.0,7.0,207.2,Normal Weight,M,21,13.0
10.0,103.8,92.0,6.0,1.0,194.0,Overweight,M,32,41.0
3.0,101.5,85.0,5.0,4.0,141.1,Normal Weight,F,27,11.0
28.0,105.4,107.0,5.0,5.0,134.5,Normal Weight,F,32,176.0
27.0,105.6,107.0,5.0,5.0,136.7,Normal Weight,F,29,168.0
7.0,103.1,93.0,5.0,9.0,158.7,Normal Weight,F,28,32.0
12.0,104.2,85.0,6.0,1.0,183.0,Normal Weight,M,22,30.0
24.0,105.4,106.0,5.0,9.0,174.2,Overweight,M,37,151.0
12.0,103.6,82.0,5.0,5.0,149.9,Obese,M,24,22.0
30.0,105.1,116.0,5.0,9.0,169.8,Normal Weight,F,62,227.0
6.0,103.1,89.0,5.0,5.0,147.7,Normal Weight,F,47,27.0
5.0,102.9,85.0,5.0,6.0,152.1,Normal Weight,F,74,23.0
28.0,105.3,104.0,5.0,7.0,141.1,Normal Weight,F,53,176.0
24.0,105.1,103.0,6.0,3.0,194.0,Normal Weight,M,41,150.0
23.0,105.3,96.0,5.0,7.0,152.1,Normal Weight,F,35,116.0
12.0,104.4,93.0,6.0,4.0,198.4,Normal Weight,M,34,53.0
25.0,105.4,102.0,6.0,4.0,222.7,Overweight,M,67,191.0
1.0,99.3,76.0,5.0,10.0,174.2,Normal Weight,M,39,2.0
30.0,105.6,103.0,5.0,12.0,194.0,Overweight,M,60,215.0
2.0,100.6,79.0,5.0,5.0,134.5,Normal Weight,F,64,8.0
26.0,105.3,106.0,6.0,2.0,205.0,Overweight,M,26,158.0
28.0,105.4,111.0,5.0,11.0,178.6,Normal Weight,M,22,179.0
22.0,105.1,101.0,5.0,7.0,149.9,Normal Weight,F,58,132.0
28.0,106.3,112.0,6.0,4.0,213.8,Overweight,M,59,242.0
5.0,101.8,82.0,6.0,2.0,198.4,Overweight,M,28,12.0
19.0,104.7,105.0,5.0,11.0,191.8,Overweight,M,36,119.0
8.0,102.9,94.0,6.0,0.0,187.4,Overweight,M,28,34.0
6.0,102.4,87.0,5.0,10.0,167.6,Normal Weight,M,63,28.0
7.0,102.7,85.0,5.0,10.0,187.4,Overweight,M,59,30.0
29.0,105.6,119.0,5.0,11.0,167.6,Normal Weight,F,42,219.0
5.0,102.4,82.0,5.0,1.0,112.4,Normal Weight,F,64,22.0
27.0,105.8,98.0,6.0,6.0,218.3,Overweight,M,21,128.0
6.0,102.9,91.0,5.0,1.0,125.7,Normal Weight,F,59,31.0
19.0,104.7,96.0,6.0,1.0,187.4,Normal Weight,M,23,81.0
2.0,101.5,86.0,5.0,9.0,154.3,Normal Weight,F,32,8.0
4.0,102.4,85.0,7.0,1.0,260.1,Overweight,M,51,19.0
13.0,104.4,95.0,5.0,4.0,125.7,Normal Weight,F,68,74.0
19.0,105.8,108.0,5.0,1.0,127.9,Normal Weight,F,33,123.0
8.0,103.5,96.0,6.0,6.0,233.7,Overweight,M,24,38.0
21.0,104.9,96.0,5.0,7.0,143.3,Normal Weight,F,41,110.0
21.0,104.9,107.0,5.0,11.0,183.0,Overweight,M,36,136.0
7.0,103.3,84.0,5.0,7.0,147.7,Normal Weight,F,37,27.0
16.0,104.0,95.0,6.0,1.0,198.4,Overweight,M,31,74.0
15.0,104.0,94.0,5.0,8.0,147.7,Normal Weight,F,37,74.0
3.0,101.5,77.0,5.0,1.0,116.8,Normal Weight,F,39,10.0
27.0,105.8,108.0,6.0,1.0,196.2,Overweight,M,41,189.0
17.0,105.1,103.0,4.0,11.0,112.4,Normal Weight,F,41,105.0
12.0,104.4,91.0,5.0,4.0,136.7,Normal Weight,F,35,55.0
25.0,105.3,103.0,6.0,7.0,207.2,Normal Weight,M,20,134.0
17.0,104.4,105.0,6.0,5.0,209.4,Obese,M,42,115.0
29.0,106.0,107.0,6.0,6.0,211.6,Normal Weight,M,28,185.0
20.0,104.7,102.0,5.0,0.0,127.9,Normal Weight,F,25,113.0
5.0,103.1,82.0,5.0,1.0,134.5,Overweight,F,37,19.0
18.0,104.2,94.0,6.0,4.0,207.2,Overweight,M,28,79.0
12.0,104.2,77.0,6.0,2.0,198.4,Overweight,M,74,47.0
12.0,104.0,85.0,5.0,8.0,172.0,Overweight,M,35,36.0
17.0,104.5,97.0,6.0,4.0,207.2,Overweight,M,78,123.0
12.0,103.6,90.0,5.0,9.0,174.2,Overweight,M,63,62.0
9.0,103.6,89.0,5.0,7.0,145.5,Normal Weight,F,24,37.0
13.0,104.7,95.0,5.0,7.0,154.3,Normal Weight,F,48,67.0
24.0,104.5,96.0,6.0,7.0,216.1,Normal Weight,M,51,141.0
29.0,106.0,110.0,5.0,9.0,154.3,Normal Weight,F,39,192.0
9.0,102.9,88.0,5.0,4.0,138.9,Normal Weight,M,58,38.0
22.0,104.9,104.0,5.0,11.0,169.8,Normal Weight,F,33,127.0
8.0,103.3,85.0,5.0,12.0,194.0,Overweight,M,51,32.0
6.0,103.1,76.0,5.0,10.0,176.4,Overweight,M,48,14.0
13.0,104.5,95.0,5.0,7.0,154.3,Normal Weight,M,49,65.0
9.0,103.1,91.0,5.0,11.0,178.6,Overweight,M,21,30.0
30.0,105.3,103.0,6.0,0.0,185.2,Normal Weight,M,34,174.0
28.0,104.7,102.0,5.0,6.0,167.6,Overweight,M,72,205.0
27.0,105.3,107.0,5.0,8.0,165.3,Overweight,M,58,199.0
28.0,105.3,115.0,5.0,5.0,132.3,Normal Weight,F,71,220.0
18.0,105.1,92.0,6.0,7.0,209.4,Normal Weight,M,23,70.0
2.0,100.8,79.0,5.0,2.0,136.7,Normal Weight,F,61,8.0
5.0,102.9,89.0,5.0,3.0,121.3,Normal Weight,F,24,22.0
10.0,103.3,91.0,5.0,10.0,191.8,Overweight,M,73,60.0
24.0,105.4,107.0,6.0,1.0,191.8,Overweight,M,45,168.0
11.0,103.8,89.0,5.0,3.0,143.3,Overweight,F,77,56.0
25.0,104.9,105.0,6.0,1.0,198.4,Overweight,M,56,183.0
18.0,104.5,105.0,6.0,4.0,216.1,Overweight,M,52,131.0
10.0,103.5,99.0,5.0,9.0,183.0,Overweight,M,32,51.0
8.0,103.3,90.0,6.0,4.0,205.0,Normal Weight,M,22,28.0
12.0,104.2,90.0,5.0,10.0,185.2,Overweight,M,56,59.0
18.0,104.5,100.0,5.0,9.0,172.0,Overweight,M,69,125.0
17.0,104.7,99.0,5.0,9.0,163.1,Normal Weight,F,53,96.0
3.0,100.9,78.0,5.0,9.0,154.3,Normal Weight,F,23,9.0
5.0,102.0,94.0,6.0,1.0,202.8,Overweight,M,76,33.0
18.0,104.0,94.0,5.0,10.0,165.3,Normal Weight,F,36,86.0
13.0,104.5,89.0,6.0,8.0,211.6,Normal Weight,M,22,44.0
18.0,104.2,87.0,6.0,0.0,172.0,Normal Weight,M,20,47.0
28.0,105.3,122.0,5.0,2.0,123.5,Normal Weight,F,67,240.0
26.0,105.6,97.0,5.0,10.0,169.8,Normal Weight,M,29,117.0
26.0,106.0,101.0,5.0,4.0,130.1,Normal Weight,F,56,159.0
14.0,104.5,102.0,6.0,1.0,183.0,Normal Weight,M,53,92.0
8.0,102.9,81.0,5.0,11.0,183.0,Overweight,M,36,21.0
7.0,102.7,81.0,5.0,5.0,132.3,Normal Weight,F,42,26.0
7.0,102.6,90.0,5.0,8.0,167.6,Overweight,M,63,36.0
27.0,105.3,108.0,6.0,11.0,266.8,Overweight,M,72,248.0
4.0,101.5,90.0,5.0,11.0,158.7,Normal Weight,F,20,16.0
22.0,105.4,105.0,6.0,2.0,185.2,Normal Weight,M,28,128.0
26.0,105.8,107.0,5.0,4.0,147.7,Overweight,F,58,173.0
17.0,104.0,92.0,5.0,8.0,152.1,Normal Weight,F,41,81.0
9.0,103.6,91.0,4.0,8.0,99.2,Normal Weight,F,24,42.0
21.0,104.9,102.0,5.0,6.0,143.3,Normal Weight,F,53,127.0
10.0,103.6,94.0,5.0,11.0,172.0,Normal Weight,F,54,51.0
17.0,104.4,92.0,5.0,7.0,158.7,Obese,F,41,80.0
25.0,105.6,108.0,5.0,9.0,147.7,Normal Weight,F,22,153.0
1.0,100.0,79.0,5.0,3.0,134.5,Normal Weight,F,44,4.0
21.0,104.7,106.0,5.0,10.0,176.4,Overweight,M,34,130.0
7.0,103.1,83.0,5.0,5.0,143.3,Normal Weight,F,73,31.0
3.0,101.7,87.0,5.0,6.0,136.7,Normal Weight,F,51,13.0
24.0,106.0,98.0,6.0,5.0,207.2,Normal Weight,M,49,144.0
2.0,100.9,92.0,6.0,0.0,183.0,Normal Weight,M,42,9.0
11.0,104.0,102.0,4.0,11.0,105.8,Normal Weight,F,29,65.0
8.0,103.8,89.0,6.0,5.0,213.8,Overweight,F,65,36.0
20.0,104.5,103.0,6.0,1.0,198.4,Overweight,M,27,112.0
27.0,105.3,109.0,6.0,1.0,196.2,Overweight,M,23,170.0
2.0,100.2,75.0,6.0,0.0,178.6,Normal Weight,F,75,7.0
5.0,102.2,92.0,5.0,11.0,183.0,Overweight,M,31,20.0
11.0,104.0,90.0,4.0,9.0,108.0,Normal Weight,F,30,51.0
16.0,104.9,93.0,5.0,12.0,187.4,Overweight,M,51,82.0
17.0,104.4,90.0,5.0,3.0,125.7,Normal Weight,F,23,74.0
13.0,104.7,101.0,4.0,11.0,121.3,Normal Weight,F,50,79.0
16.0,104.4,89.0,5.0,9.0,167.6,Normal Weight,M,31,54.0
27.0,105.3,99.0,5.0,4.0,134.5,Normal Weight,F,73,166.0
12.0,103.8,90.0,5.0,6.0,149.9,Normal Weight,F,71,61.0
16.0,104.5,88.0,5.0,4.0,125.7,Normal Weight,F,33,69.0
16.0,104.2,105.0,6.0,8.0,213.8,Normal Weight,M,35,103.0
29.0,105.3,112.0,6.0,0.0,185.2,Overweight,M,69,257.0
13.0,103.8,93.0,5.0,3.0,125.7,Normal Weight,F,51,67.0
12.0,104.4,99.0,5.0,4.0,147.7,Overweight,F,62,71.0
6.0,103.1,87.0,4.0,11.0,119.0,Normal Weight,F,47,27.0
28.0,105.6,113.0,5.0,6.0,158.7,Overweight,M,44,211.0
25.0,104.7,109.0,5.0,5.0,145.5,Normal Weight,M,77,210.0
24.0,105.4,108.0,6.0,11.0,246.9,Overweight,M,45,185.0
8.0,103.1,81.0,6.0,1.0,172.0,Normal Weight,F,34,26.0
15.0,104.0,95.0,5.0,7.0,172.0,Overweight,M,76,98.0
6.0,103.1,85.0,5.0,7.0,145.5,Normal Weight,F,50,25.0
7.0,103.3,89.0,6.0,5.0,227.1,Overweight,M,73,42.0
9.0,103.3,86.0,5.0,3.0,132.3,Normal Weight,F,40,38.0
7.0,102.7,91.0,5.0,4.0,143.3,Normal Weight,F,25,31.0
28.0,104.7,106.0,5.0,1.0,123.5,Normal Weight,F,28,173.0
16.0,104.4,107.0,5.0,1.0,130.1,Normal Weight,F,62,110.0
19.0,105.1,104.0,5.0,5.0,132.3,Normal Weight,F,44,118.0
25.0,105.4,109.0,5.0,4.0,125.7,Normal Weight,F,58,175.0
20.0,104.7,105.0,5.0,9.0,154.3,Normal Weight,F,25,117.0
30.0,105.4,105.0,5.0,10.0,174.2,Normal Weight,F,68,194.0
21.0,104.9,100.0,6.0,0.0,191.8,Overweight,M,79,160.0
25.0,105.3,108.0,5.0,2.0,125.7,Normal Weight,F,20,156.0
17.0,104.7,93.0,5.0,9.0,147.7,Normal Weight,F,21,77.0
27.0,105.3,106.0,6.0,3.0,207.2,Overweight,M,79,234.0
27.0,105.6,107.0,5.0,8.0,152.1,Normal Weight,M,44,178.0
18.0,104.2,95.0,5.0,4.0,127.9,Normal Weight,F,79,106.0
25.0,105.3,104.0,4.0,2.0,86.0,Normal Weight,F,30,156.0
19.0,104.7,109.0,6.0,0.0,187.4,Overweight,M,34,128.0
16.0,104.9,85.0,6.0,5.0,231.5,Overweight,M,54,72.0
16.0,104.5,101.0,5.0,2.0,132.3,Normal Weight,F,75,103.0
24.0,105.1,106.0,5.0,4.0,125.7,Normal Weight,F,47,156.0
25.0,105.6,104.0,5.0,11.0,191.8,Overweight,M,45,164.0
28.0,105.3,106.0,5.0,7.0,154.3,Normal Weight,F,51,179.0
22.0,104.7,93.0,5.0,10.0,176.4,Overweight,M,25,83.0
16.0,103.8,97.0,6.0,6.0,220.5,Overweight,M,45,93.0
23.0,104.9,103.0,5.0,8.0,158.7,Normal Weight,M,47,142.0
13.0,104.7,91.0,6.0,0.0,183.0,Normal Weight,M,47,60.0
2.0,100.2,81.0,5.0,0.0,114.6,Normal Weight,F,61,8.0
5.0,102.4,85.0,6.0,6.0,211.6,Normal Weight,M,65,24.0
17.0,104.7,105.0,5.0,7.0,154.3,Normal Weight,F,44,105.0
29.0,105.8,108.0,6.0,5.0,209.4,Obese,M,22,181.0
25.0,105.1,105.0,6.0,3.0,191.8,Normal Weight,M,21,139.0
20.0,104.9,109.0,6.0,4.0,222.7,Overweight,M,38,146.0
13.0,104.2,99.0,6.0,0.0,183.0,Normal Weight,M,22,60.0
8.0,103.3,82.0,6.0,4.0,233.7,Overweight,M,63,36.0
10.0,103.6,97.0,5.0,9.0,158.7,Normal Weight,F,76,58.0
7.0,102.9,80.0,4.0,11.0,121.3,Normal Weight,F,32,24.0
12.0,104.5,97.0,5.0,11.0,189.6,Overweight,M,69,80.0
8.0,103.6,85.0,5.0,10.0,156.5,Normal Weight,F,35,31.0
12.0,103.8,93.0,5.0,4.0,138.9,Normal Weight,F,33,57.0
22.0,105.3,103.0,5.0,5.0,134.5,Normal Weight,F,39,132.0
9.0,103.5,92.0,6.0,7.0,235.9,Overweight,M,25,38.0
23.0,105.4,94.0,5.0,10.0,187.4,Overweight,M,68,141.0
6.0,102.6,88.0,5.0,4.0,134.5,Normal Weight,F,42,27.0
17.0,104.5,106.0,5.0,7.0,152.1,Normal Weight,F,22,100.0
6.0,102.7,79.0,5.0,9.0,178.6,Overweight,M,68,23.0
14.0,104.7,92.0,6.0,6.0,213.8,Obese,M,25,56.0
6.0,102.9,81.0,6.0,0.0,194.0,Overweight,M,47,19.0
5.0,102.4,73.0,5.0,8.0,156.5,Normal Weight,F,20,12.0
9.0,103.8,91.0,5.0,2.0,123.5,Normal Weight,F,23,40.0
29.0,105.4,113.0,6.0,2.0,191.8,Normal Weight,M,37,218.0
15.0,104.4,80.0,4.0,12.0,110.2,Normal Weight,F,61,61.0
15.0,104.4,91.0,5.0,11.0,178.6,Overweight,M,25,53.0
13.0,103.8,90.0,5.0,6.0,130.1,Normal Weight,F,26,57.0
21.0,105.1,103.0,6.0,1.0,194.0,Overweight,M,25,115.0
1.0,99.5,75.0,5.0,12.0,178.6,Normal Weight,M,20,1.0
26.0,105.3,99.0,5.0,3.0,141.1,Normal Weight,F,30,139.0
20.0,105.8,101.0,5.0,11.0,165.3,Normal Weight,M,24,97.0
15.0,104.7,100.0,5.0,5.0,143.3,Normal Weight,F,38,84.0
3.0,101.1,83.0,5.0,6.0,138.9,Normal Weight,F,27,11.0
4.0,101.7,84.0,5.0,3.0,132.3,Normal Weight,F,45,16.0
10.0,103.6,94.0,5.0,4.0,143.3,Normal Weight,F,76,56.0
4.0,102.0,85.0,5.0,5.0,134.5,Normal Weight,F,39,16.0
3.0,100.2,86.0,5.0,9.0,180.8,Overweight,M,78,16.0
7.0,103.1,91.0,5.0,5.0,147.7,Normal Weight,F,53,34.0
17.0,104.7,95.0,5.0,5.0,134.5,Normal Weight,F,39,87.0
10.0,104.0,83.0,6.0,1.0,194.0,Overweight,M,22,23.0
21.0,104.7,99.0,6.0,0.0,176.4,Normal Weight,M,31,105.0
11.0,104.4,80.0,5.0,5.0,138.9,Normal Weight,F,42,39.0
11.0,103.8,97.0,5.0,6.0,143.3,Normal Weight,F,62,63.0
6.0,102.6,87.0,5.0,7.0,149.9,Normal Weight,F,27,24.0
16.0,104.0,98.0,5.0,7.0,158.7,Overweight,M,75,108.0
7.0,102.7,91.0,5.0,2.0,125.7,Normal Weight,F,45,34.0
20.0,104.7,103.0,6.0,8.0,224.9,Obese,M,49,139.0
29.0,105.1,116.0,6.0,3.0,209.4,Overweight,M,37,237.0
7.0,103.1,94.0,6.0,1.0,202.8,Overweight,M,52,38.0
2.0,100.2,82.0,5.0,6.0,143.3,Normal Weight,F,28,7.0
24.0,105.1,101.0,5.0,5.0,138.9,Normal Weight,F,35,136.0
28.0,105.8,104.0,5.0,6.0,152.1,Normal Weight,F,36,166.0
3.0,101.1,91.0,6.0,2.0,196.2,Overweight,M,30,12.0
22.0,105.1,105.0,5.0,7.0,145.5,Normal Weight,F,25,129.0
24.0,104.9,95.0,6.0,1.0,191.8,Overweight,M,28,105.0
30.0,106.2,106.0,6.0,3.0,196.2,Normal Weight,M,20,171.0
8.0,103.1,89.0,6.0,2.0,205.0,Overweight,M,20,26.0
3.0,101.1,84.0,6.0,0.0,185.2,Overweight,M,44,10.0
23.0,105.4,100.0,4.0,10.0,99.2,Normal Weight,F,48,139.0
24.0,105.6,105.0,5.0,5.0,132.3,Normal Weight,F,22,142.0
4.0,101.8,78.0,6.0,7.0,235.9,Overweight,M,25,8.0
18.0,104.0,103.0,5.0,6.0,145.5,Normal Weight,F,75,118.0
15.0,104.7,94.0,5.0,8.0,169.8,Overweight,M,39,68.0
4.0,102.2,88.0,5.0,4.0,145.5,Normal Weight,F,25,16.0
18.0,104.7,94.0,6.0,2.0,207.2,Overweight,M,30,81.0
23.0,105.4,103.0,5.0,10.0,160.9,Normal Weight,F,39,134.0
26.0,105.4,104.0,5.0,5.0,141.1,Normal Weight,F,31,154.0
9.0,103.5,86.0,6.0,3.0,213.8,Overweight,M,59,43.0
8.0,103.6,99.0,5.0,7.0,145.5,Normal Weight,F,35,43.0
12.0,104.5,87.0,6.0,1.0,198.4,Overweight,M,68,62.0
9.0,103.6,86.0,5.0,12.0,189.6,Overweight,M,31,28.0
25.0,105.1,106.0,5.0,8.0,145.5,Normal Weight,F,39,156.0
15.0,104.4,86.0,6.0,3.0,191.8,Normal Weight,M,42,56.0
29.0,105.4,107.0,6.0,2.0,196.2,Obese,M,28,181.0
11.0,103.5,85.0,5.0,3.0,141.1,Overweight,F,71,50.0
27.0,105.8,108.0,5.0,10.0,185.2,Overweight,M,42,188.0
14.0,104.2,92.0,5.0,5.0,132.3,Normal Weight,F,29,65.0
9.0,102.9,84.0,5.0,10.0,176.4,Overweight,M,20,20.0
23.0,105.3,111.0,5.0,6.0,147.7,Normal Weight,F,21,148.0
17.0,104.2,97.0,5.0,0.0,119.0,Normal Weight,F,33,91.0
14.0,104.4,86.0,4.0,12.0,127.9,Overweight,F,60,64.0
24.0,105.3,112.0,6.0,2.0,216.1,Overweight,M,69,220.0
6.0,102.7,91.0,5.0,11.0,172.0,Normal Weight,M,29,22.0
15.0,104.4,92.0,5.0,9.0,185.2,Overweight,M,26,57.0
5.0,102.4,85.0,4.0,7.0,105.8,Normal Weight,F,75,24.0
15.0,103.5,96.0,5.0,4.0,138.9,Normal Weight,F,25,74.0
3.0,101.8,84.0,5.0,3.0,134.5,Normal Weight,F,47,12.0
30.0,105.3,114.0,5.0,12.0,189.6,Overweight,M,47,244.0
24.0,105.8,103.0,5.0,10.0,183.0,Overweight,M,64,174.0
4.0,101.5,79.0,5.0,9.0,172.0,Overweight,M,77,17.0
9.0,103.3,86.0,5.0,7.0,141.1,Normal Weight,F,21,34.0
14.0,103.8,93.0,6.0,2.0,211.6,Overweight,M,50,75.0
24.0,104.9,107.0,5.0,6.0,147.7,Normal Weight,M,31,142.0
26.0,105.8,101.0,5.0,1.0,110.2,Normal Weight,F,43,156.0
5.0,102.9,82.0,6.0,0.0,178.6,Normal Weight,F,22,16.0
15.0,104.4,90.0,5.0,6.0,138.9,Normal Weight,F,25,65.0
27.0,105.8,103.0,5.0,3.0,123.5,Normal Weight,F,40,164.0
26.0,105.1,110.0,5.0,12.0,187.4,Overweight,M,53,203.0
10.0,103.6,91.0,6.0,4.0,222.7,Overweight,M,30,42.0
3.0,101.1,87.0,5.0,5.0,147.7,Obese,F,52,13.0
20.0,105.1,103.0,5.0,11.0,183.0,Overweight,M,33,115.0
27.0,106.0,118.0,5.0,6.0,156.5,Overweight,F,39,201.0
16.0,104.7,105.0,5.0,4.0,152.1,Overweight,M,26,87.0
19.0,105.1,100.0,5.0,5.0,134.5,Normal Weight,F,68,117.0
12.0,104.7,95.0,5.0,6.0,158.7,Overweight,F,30,58.0
25.0,104.7,105.0,4.0,11.0,110.2,Normal Weight,F,65,170.0
18.0,104.4,102.0,5.0,2.0,121.3,Normal Weight,F,29,104.0
12.0,104.0,93.0,5.0,6.0,149.9,Normal Weight,F,42,58.0
18.0,104.5,95.0,5.0,9.0,167.6,Normal Weight,F,34,87.0
12.0,103.8,89.0,5.0,8.0,163.1,Normal Weight,M,43,47.0
7.0,102.9,91.0,5.0,3.0,132.3,Normal Weight,F,50,34.0
30.0,105.6,109.0,5.0,10.0,160.9,Normal Weight,F,36,192.0
15.0,104.4,100.0,5.0,8.0,174.2,Overweight,M,40,83.0
11.0,103.5,86.0,5.0,8.0,156.5,Normal Weight,F,36,44.0
2.0,100.4,85.0,5.0,1.0,116.8,Normal Weight,F,53,9.0
22.0,104.9,109.0,5.0,4.0,127.9,Normal Weight,F,30,143.0
10.0,103.8,97.0,5.0,10.0,189.6,Overweight,M,40,52.0
27.0,105.8,105.0,4.0,11.0,108.0,Normal Weight,F,53,179.0
23.0,105.4,107.0,5.0,2.0,125.7,Normal Weight,F,25,143.0
20.0,105.3,99.0,5.0,5.0,152.1,Overweight,F,41,110.0
14.0,104.4,92.0,5.0,9.0,178.6,Overweight,M,20,48.0
20.0,104.7,101.0,5.0,5.0,141.1,Normal Weight,F,30,111.0
17.0,104.2,86.0,5.0,2.0,136.7,Normal Weight,F,55,75.0
10.0,103.5,98.0,5.0,7.0,154.3,Normal Weight,F,32,52.0
27.0,104.5,112.0,5.0,9.0,172.0,Overweight,F,28,176.0
17.0,104.5,103.0,6.0,3.0,194.0,Normal Weight,M,39,104.0
18.0,104.5,102.0,6.0,2.0,213.8,Overweight,M,42,114.0
3.0,101.3,85.0,5.0,5.0,147.7,Normal Weight,F,47,12.0
19.0,104.9,97.0,5.0,4.0,143.3,Normal Weight,F,38,100.0
4.0,102.4,83.0,5.0,4.0,138.9,Normal Weight,F,72,18.0
21.0,104.7,100.0,5.0,10.0,167.6,Normal Weight,M,46,121.0
24.0,105.1,107.0,6.0,8.0,246.9,Overweight,M,72,213.0
29.0,106.2,114.0,5.0,9.0,160.9,Normal Weight,M,32,207.0
25.0,106.0,104.0,6.0,3.0,202.8,Overweight,F,30,138.0
29.0,105.4,114.0,6.0,4.0,205.0,Overweight,M,70,273.0
18.0,104.9,93.0,6.0,3.0,194.0,Normal Weight,M,34,79.0
13.0,104.0,95.0,5.0,10.0,187.4,Overweight,M,28,56.0
6.0,102.7,83.0,5.0,9.0,156.5,Normal Weight,F,28,21.0
14.0,104.9,99.0,4.0,11.0,114.6,Normal Weight,F,77,89.0
4.0,101.7,83.0,6.0,5.0,220.5,Overweight,M,47,15.0
21.0,104.5,104.0,5.0,8.0,149.9,Normal Weight,F,66,136.0
30.0,104.9,109.0,5.0,10.0,180.8,Overweight,M,29,193.0
26.0,105.3,108.0,5.0,12.0,200.6,Overweight,M,70,220.0
1.0,100.0,80.0,5.0,11.0,172.0,Normal Weight,M,49,3.0
7.0,102.6,86.0,5.0,10.0,194.0,Overweight,M,37,24.0
13.0,104.0,97.0,5.0,10.0,169.8,Normal Weight,M,21,54.0
14.0,103.6,90.0,6.0,4.0,222.7,Overweight,M,38,62.0
17.0,104.5,93.0,5.0,1.0,123.5,Normal Weight,F,34,83.0
20.0,105.3,98.0,5.0,12.0,156.5,Normal Weight,F,31,103.0
25.0,105.3,102.0,5.0,1.0,132.3,Overweight,F,28,142.0
24.0,104.7,102.0,6.0,1.0,187.4,Normal Weight,M,51,156.0
7.0,102.9,95.0,5.0,7.0,163.1,Overweight,F,33,34.0
10.0,104.0,92.0,5.0,12.0,176.4,Normal Weight,F,48,47.0
4.0,102.6,85.0,5.0,11.0,198.4,Overweight,M,61,18.0
23.0,105.4,101.0,6.0,4.0,207.2,Overweight,M,53,153.0
16.0,104.2,87.0,6.0,11.0,273.4,Overweight,M,67,94.0
10.0,103.6,90.0,5.0,4.0,130.1,Normal Weight,F,37,46.0
5.0,102.4,82.0,5.0,10.0,152.1,Normal Weight,F,41,18.0
20.0,104.9,103.0,5.0,2.0,127.9,Normal Weight,F,38,120.0
3.0,102.0,80.0,5.0,7.0,145.5,Normal Weight,F,54,11.0
15.0,104.7,96.0,5.0,12.0,196.2,Overweight,M,76,103.0
6.0,102.6,74.0,5.0,1.0,125.7,Normal Weight,F,23,16.0
5.0,102.6,77.0,6.0,6.0,216.1,Overweight,M,26,9.0
28.0,105.8,114.0,5.0,4.0,132.3,Normal Weight,F,54,208.0
26.0,105.6,100.0,5.0,7.0,143.3,Normal Weight,F,56,154.0
8.0,102.7,90.0,5.0,5.0,149.9,Normal Weight,F,27,34.0
25.0,105.1,99.0,6.0,2.0,200.6,Overweight,M,40,141.0
2.0,100.6,85.0,5.0,9.0,147.7,Normal Weight,F,30,8.0
19.0,104.5,99.0,5.0,7.0,136.7,Normal Weight,F,22,100.0
29.0,105.8,110.0,5.0,7.0,158.7,Overweight,M,61,230.0
3.0,100.6,81.0,5.0,2.0,119.0,Normal Weight,F,20,10.0
11.0,103.8,90.0,5.0,3.0,136.7,Normal Weight,M,24,32.0
2.0,100.0,82.0,5.0,7.0,143.3,Normal Weight,F,34,7.0
11.0,103.8,87.0,5.0,3.0,134.5,Normal Weight,F,58,51.0
